name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-16664,NO,1,0,0,0,0,0,0
GENE-16665,NO,1,0,3,2,0,0,1
GENE-16666,NO,1,0,0,0,0,0,0
GENE-16667,NO,1,0,0,0,0,0,0
GENE-16668,NO,1,12,11,9,15,6,5
GENE-16669,NO,1,0,0,0,0,0,0
GENE-16670,NO,1,0,0,0,0,0,0
GENE-16671,NO,1,0,0,0,0,0,0
GENE-16672,NO,1,0,0,0,0,0,0
GENE-16673,NO,1,0,0,0,0,0,0
GENE-16674,NO,1,0,0,0,0,0,0
GENE-16675,NO,1,0,0,0,0,0,0
GENE-16676,NO,1,0,0,0,0,0,0
GENE-16677,NO,1,0,0,0,0,0,0
GENE-16678,NO,1,0,0,0,0,0,0
GENE-16679,NO,1,0,0,0,0,0,0
GENE-16680,NO,1,1,2,6,3,2,7
GENE-16681,NO,1,0,0,0,0,0,0
GENE-16682,NO,1,262,15,15,256,24,70
GENE-16683,NO,1,0,0,0,0,0,0
GENE-16684,NO,1,533,488,592,819,770,586
GENE-16685,NO,1,0,0,0,0,0,0
GENE-16686,NO,1,119,119,123,123,111,126
GENE-16687,NO,1,1,6,3,2,2,2
GENE-16688,NO,1,0,0,0,0,0,0
GENE-16689,NO,1,899,841,1043,1281,969,1130
GENE-16690,NO,1,0,0,0,0,0,0
GENE-16691,NO,1,0,0,0,0,0,0
GENE-16692,NO,1,1845,1955,3533,2509,1694,2273
GENE-16693,NO,1,0,0,0,0,0,0
GENE-16694,NO,1,2893,3230,3129,3251,2173,3324
GENE-16695,NO,1,0,0,0,0,0,0
GENE-16696,NO,1,0,0,0,0,0,0
GENE-16697,NO,1,1217,1919,1696,1500,1744,1506
GENE-16698,NO,1,0,0,0,0,0,0
GENE-16699,NO,1,0,0,0,0,0,0
GENE-16700,NO,1,19,26,14,18,12,14
GENE-16701,NO,1,0,0,0,0,0,0
GENE-16702,YES,1,0,0,0,0,0,0
GENE-16703,YES,1,0,0,0,0,0,0
GENE-16704,NO,1,2,4,3,1,1,2
GENE-16705,NO,1,37,59,56,76,24,12
GENE-16706,NO,1,0,0,0,0,0,0
GENE-16707,NO,1,0,0,0,0,0,0
GENE-16708,NO,1,0,0,0,0,0,0
GENE-16709,NO,1,0,0,0,0,0,0
GENE-16710,NO,1,32,25,21,29,20,22
GENE-16711,NO,1,23,14,20,17,17,27
GENE-16713,NO,1,2,3,0,0,1,0
GENE-16714,YES,1,0,0,0,0,0,0
GENE-16715,NO,1,26,40,27,40,19,40
GENE-16716,NO,1,0,0,0,0,0,0
GENE-16717,NO,1,0,0,0,0,0,0
GENE-16718,NO,1,0,0,0,0,0,0
GENE-16719,NO,1,0,0,0,0,0,0
GENE-16720,NO,1,485,384,376,405,453,363
GENE-16721,NO,1,0,0,0,0,0,0
GENE-16723,NO,1,31,39,24,31,31,47
GENE-16724,NO,1,0,0,0,0,0,0
GENE-16725,NO,1,1297,1036,636,653,939,854
GENE-16726,NO,1,0,0,0,0,0,0
GENE-16727,NO,1,0,0,0,0,0,0
GENE-16728,NO,1,0,0,0,0,0,0
GENE-16729,NO,1,0,0,0,0,0,0
GENE-16730,NO,1,0,0,0,0,0,0
GENE-16731,NO,1,0,0,0,0,0,0
GENE-16732,NO,1,0,5,0,1,4,2
GENE-16733,NO,1,0,0,0,0,0,0
GENE-16734,NO,1,0,0,0,2,0,0
GENE-16735,NO,1,111,92,114,64,72,88
GENE-16736,NO,1,0,0,0,0,0,0
GENE-16737,NO,1,0,0,0,0,0,0
GENE-16738,NO,1,0,0,0,0,0,0
GENE-16739,NO,1,22,12,14,21,17,17
GENE-16740,NO,1,0,0,0,0,0,0
GENE-16741,NO,1,0,0,0,0,0,0
GENE-16742,NO,1,24,16,15,19,17,23
GENE-16743,NO,1,0,0,0,0,0,0
GENE-16744,NO,1,0,0,0,0,0,0
GENE-16745,NO,1,0,0,0,0,0,0
GENE-16746,NO,1,0,0,0,0,0,0
GENE-16747,NO,1,0,0,0,0,0,0
GENE-16748,NO,1,0,0,0,0,0,0
GENE-16749,NO,1,0,0,0,0,0,0
GENE-16750,NO,1,422,508,509,543,531,470
GENE-16751,NO,1,0,0,0,0,0,0
GENE-16752,YES,1,0,0,0,0,0,0
GENE-16753,NO,1,32,30,42,35,30,26
GENE-16754,NO,1,0,0,0,0,0,0
GENE-16755,NO,1,0,0,0,0,0,0
GENE-16756,NO,1,0,0,0,0,0,0
GENE-16757,NO,1,0,0,0,0,0,0
GENE-16758,NO,1,0,0,0,0,0,0
GENE-16759,NO,1,0,0,0,0,0,0
GENE-16760,NO,1,0,0,0,0,0,0
GENE-16761,YES,1,0,0,0,0,0,0
GENE-16762,NO,1,0,0,0,0,0,0
GENE-16763,NO,1,0,0,0,0,0,0
GENE-16764,NO,1,6,7,7,7,7,11
GENE-16765,NO,1,128,158,130,320,149,224
GENE-16766,NO,1,0,0,0,0,0,0
GENE-16767,NO,1,11,12,7,13,9,8
GENE-16768,NO,1,0,0,0,0,0,0
GENE-16769,NO,1,0,0,0,0,0,0
GENE-16770,NO,1,0,0,0,0,0,0
GENE-16771,YES,1,0,0,0,0,0,0
GENE-16772,NO,1,65,54,49,41,71,49
GENE-16773,NO,1,0,0,0,0,0,0
GENE-16774,NO,1,0,0,0,0,0,0
GENE-16775,NO,1,0,0,0,0,0,0
GENE-16776,NO,1,0,0,0,0,0,0
GENE-16777,NO,1,0,0,0,0,0,0
GENE-16778,NO,1,0,0,0,0,0,0
GENE-16779,NO,1,0,0,0,0,0,0
GENE-16780,NO,1,0,0,0,0,0,0
GENE-16781,NO,1,14,28,18,18,22,21
GENE-16782,NO,1,0,0,0,1,0,0
GENE-16783,NO,1,28,30,19,37,18,31
GENE-16784,NO,1,0,0,0,0,0,0
GENE-16785,NO,1,0,0,0,0,0,0
GENE-16786,NO,1,0,0,0,0,0,0
GENE-16787,NO,1,0,0,0,0,0,0
GENE-16788,NO,1,1,0,0,0,0,0
GENE-16789,NO,1,0,1,0,1,0,0
GENE-16790,NO,1,0,0,0,0,0,0
GENE-16791,NO,1,4,2,2,2,3,0
GENE-16792,NO,1,361,325,348,260,399,343
GENE-16793,NO,1,0,0,0,0,0,0
GENE-16794,NO,1,0,0,0,0,0,0
GENE-16795,NO,1,112,96,126,196,170,140
GENE-16796,NO,1,0,0,0,0,0,0
GENE-16797,NO,1,3,4,4,4,3,5
GENE-16798,NO,1,0,4,3,1,3,1
GENE-16800,NO,1,6,17,8,6,12,11
GENE-16801,NO,1,7503,8511,6382,6016,7209,5881
GENE-16802,NO,1,0,0,0,0,0,0
GENE-16803,NO,1,0,0,0,0,0,0
GENE-16804,NO,1,0,0,0,0,0,0
GENE-16805,NO,1,639,753,797,694,921,684
GENE-16806,NO,1,0,0,0,0,0,0
GENE-16807,NO,1,0,0,0,0,0,0
GENE-16808,NO,1,0,0,0,0,0,0
GENE-16809,NO,1,27,34,16,36,24,36
GENE-16810,NO,1,22,29,18,14,21,26
GENE-16811,NO,1,0,0,0,0,0,0
GENE-16812,NO,1,143,106,121,112,124,130
GENE-16813,NO,1,0,0,0,0,0,0
GENE-16814,NO,1,0,0,0,0,0,0
GENE-16815,NO,1,1640,1944,1801,1755,1869,1847
GENE-16816,NO,1,120,128,102,90,117,135
GENE-16817,NO,1,0,0,0,0,0,0
GENE-16818,NO,1,9,6,4,3,6,7
GENE-16819,NO,1,0,0,0,0,0,0
GENE-16820,NO,1,0,0,0,0,0,0
GENE-16821,NO,1,25,23,24,13,39,22
GENE-16822,NO,1,0,0,0,0,0,0
GENE-16823,NO,1,0,0,0,0,0,0
GENE-16824,NO,1,0,0,3,1,1,0
GENE-16825,NO,1,247,294,296,346,324,346
GENE-16826,NO,1,105,77,99,115,73,100
GENE-16828,NO,1,0,1,0,0,0,0
GENE-16829,NO,1,0,0,0,0,0,0
GENE-16830,NO,1,95,100,95,92,90,77
GENE-16831,NO,1,8,9,10,14,7,7
GENE-16832,NO,1,0,0,0,0,0,0
GENE-16833,NO,1,0,0,0,0,0,0
GENE-16834,NO,1,0,0,0,0,0,0
GENE-16835,NO,1,0,0,0,0,0,0
GENE-16836,NO,1,0,0,0,0,0,0
GENE-16837,NO,1,943,910,1001,944,852,951
GENE-16838,NO,1,3841,3790,4058,4021,4588,4313
GENE-16839,NO,1,29,30,28,27,23,23
GENE-16840,NO,1,0,0,0,0,0,0
GENE-16841,NO,1,0,0,0,0,0,0
GENE-16842,NO,1,41,34,41,36,33,50
GENE-16843,NO,1,0,0,0,0,0,0
GENE-16844,NO,1,1366,1012,1268,2157,760,1444
GENE-16845,NO,1,376,396,401,303,282,237
GENE-16846,NO,1,5,5,3,6,3,5
GENE-16847,NO,1,30,23,27,38,23,13
GENE-16848,NO,1,0,0,0,0,0,0
GENE-16849,NO,1,0,0,0,0,0,0
GENE-16850,NO,1,67,57,66,47,66,85
GENE-16851,NO,1,0,0,0,0,0,0
GENE-16852,NO,1,420,262,264,310,309,311
GENE-16853,NO,1,0,0,0,0,0,0
GENE-16854,NO,1,0,0,0,0,0,0
GENE-16855,NO,1,0,0,0,0,0,0
GENE-16856,NO,1,178,288,208,354,245,370
GENE-16857,NO,1,0,0,0,0,0,0
GENE-16858,NO,1,0,0,0,0,0,0
GENE-16859,NO,1,0,0,0,0,0,0
GENE-16860,NO,1,0,0,0,0,0,0
GENE-16861,NO,1,0,0,0,0,0,0
GENE-16862,NO,1,0,0,0,0,0,0
GENE-16863,NO,1,0,0,0,0,0,0
GENE-16864,NO,1,0,0,0,0,0,0
GENE-16865,NO,1,0,1,0,1,0,0
GENE-16866,NO,1,0,0,0,0,0,0
GENE-16867,NO,1,72,60,53,62,71,83
GENE-16868,NO,1,24,10,10,10,12,13
GENE-16869,NO,1,0,0,0,0,0,0
GENE-16870,NO,1,0,0,0,0,0,0
GENE-16871,NO,1,0,0,0,0,0,0
GENE-16872,NO,1,0,0,0,0,0,0
GENE-16873,NO,1,5,3,4,8,5,3
GENE-16874,NO,1,0,0,0,0,0,0
GENE-16875,NO,1,0,0,0,0,0,0
GENE-16877,NO,1,0,0,0,0,0,0
GENE-16878,NO,1,41,56,43,22,59,30
GENE-16879,NO,1,0,0,0,0,0,0
GENE-16880,YES,1,0,0,0,0,0,0
GENE-16881,NO,1,0,0,0,0,0,0
GENE-16882,NO,1,0,0,0,0,0,0
GENE-16883,NO,1,20,17,21,33,19,19
GENE-16884,NO,1,0,0,0,0,0,0
GENE-16885,NO,1,0,0,0,0,0,0
GENE-16886,NO,1,175,349,251,230,195,212
GENE-16887,NO,1,22,57,38,32,53,42
GENE-16888,NO,1,0,0,0,0,0,0
GENE-16889,NO,1,0,0,0,0,0,0
GENE-16890,NO,1,0,0,0,0,0,0
GENE-16891,NO,1,8,9,16,32,17,8
GENE-16892,NO,1,0,0,0,0,0,0
GENE-16893,NO,1,0,0,0,0,0,0
GENE-16894,NO,1,0,0,0,0,0,0
GENE-16895,YES,1,0,0,0,0,0,0
GENE-16896,NO,1,4,9,8,2,5,6
GENE-16897,NO,1,0,0,0,0,0,0
GENE-16898,NO,1,1,2,0,3,1,2
GENE-16899,NO,1,283,255,176,242,262,226
GENE-16900,NO,1,2,4,4,1,2,2
GENE-16901,NO,1,0,0,0,0,0,0
GENE-16902,NO,1,38,59,49,43,33,35
GENE-16903,NO,1,2593,1717,2604,2269,2203,2564
GENE-16904,NO,1,0,0,0,0,0,0
GENE-16905,NO,1,25528,26348,25629,25167,25866,26307
GENE-16906,NO,1,55,55,71,55,45,66
GENE-16907,NO,1,2383,2109,1899,2638,2635,2784
GENE-16908,NO,1,0,0,0,0,0,0
GENE-16909,NO,1,0,0,0,0,0,0
GENE-16910,NO,1,0,0,0,0,0,0
GENE-16911,NO,1,0,0,0,0,0,0
GENE-16912,NO,1,0,0,0,0,0,0
GENE-16913,NO,1,0,0,0,0,0,0
GENE-16914,NO,1,1456,1407,1534,1325,1249,1039
GENE-16915,NO,1,0,0,0,0,0,0
GENE-16916,NO,1,0,0,0,0,0,0
GENE-16917,NO,1,0,0,0,0,0,0
GENE-16918,NO,1,0,0,0,0,0,0
GENE-16919,NO,1,0,0,0,0,0,0
GENE-16920,NO,1,0,0,0,0,0,0
GENE-16921,NO,1,0,1,0,0,0,1
GENE-16922,NO,1,0,0,0,0,0,0
GENE-16923,NO,1,0,0,0,0,0,0
GENE-16924,NO,1,5,6,6,2,3,1
GENE-16925,NO,1,0,0,0,0,0,0
GENE-16926,NO,1,11,14,23,12,12,15
GENE-16927,NO,1,0,0,0,0,0,0
GENE-16928,NO,1,0,0,0,0,0,0
GENE-16929,NO,1,0,0,0,0,0,0
GENE-16930,NO,1,167,218,181,205,196,227
GENE-16931,NO,1,0,0,0,0,0,0
GENE-16932,NO,1,0,0,0,0,0,0
GENE-16933,NO,1,0,0,0,0,0,0
GENE-16934,NO,1,0,0,0,0,0,0
GENE-16935,NO,1,14,12,13,23,19,18
GENE-16936,NO,1,0,0,0,0,0,0
GENE-16937,NO,1,11,17,14,8,5,7
GENE-16938,NO,1,0,0,0,0,0,0
GENE-16939,NO,1,0,0,0,0,0,0
GENE-16940,NO,1,0,0,0,0,0,0
GENE-16941,NO,1,0,0,0,0,0,0
GENE-16942,NO,1,2,1,2,1,2,1
GENE-16943,NO,1,5,1,5,8,9,10
GENE-16944,NO,1,1,2,1,1,4,1
GENE-16945,NO,1,0,0,0,0,0,0
GENE-16946,NO,1,161,158,213,175,171,140
GENE-16947,NO,1,1,4,3,7,5,3
GENE-16948,NO,1,0,0,0,0,0,0
GENE-16949,NO,1,111,85,115,164,79,93
GENE-16950,NO,1,0,0,0,0,0,0
GENE-16951,NO,1,0,0,0,0,0,0
GENE-16952,NO,1,82,67,41,70,78,60
GENE-16953,NO,1,0,0,0,0,0,0
GENE-16954,NO,1,29,32,32,39,48,42
GENE-16955,NO,1,0,0,0,0,0,0
GENE-16956,NO,1,0,0,0,0,0,0
GENE-16957,NO,1,0,0,0,0,0,0
GENE-16958,NO,1,0,0,0,0,0,0
GENE-16959,NO,1,0,0,0,0,0,0
GENE-16960,YES,1,0,0,0,0,0,0
GENE-16961,NO,1,0,0,0,0,0,0
GENE-16962,NO,1,0,0,0,0,0,0
GENE-16963,NO,1,0,0,0,0,0,0
GENE-16964,NO,1,0,0,0,0,0,0
GENE-16965,NO,1,36,63,104,93,83,33
GENE-16966,NO,1,4,3,4,2,2,3
GENE-16967,NO,1,0,0,0,0,0,0
GENE-16968,YES,1,0,0,0,0,0,0
GENE-16969,NO,1,0,0,0,0,0,0
GENE-16970,NO,1,69,109,80,87,60,65
GENE-16971,NO,1,0,0,0,0,0,0
GENE-16972,NO,1,0,0,0,0,0,0
GENE-16973,NO,1,0,0,0,0,0,0
GENE-16974,NO,1,0,0,0,0,0,0
GENE-16975,NO,1,279,253,193,194,223,243
GENE-16976,NO,1,0,0,0,0,0,0
GENE-16977,NO,1,0,0,0,0,0,0
GENE-16978,NO,1,332,341,331,347,341,377
GENE-16979,NO,1,405,572,578,479,512,565
GENE-16980,NO,1,0,0,0,0,0,0
GENE-16981,NO,1,0,0,0,0,0,0
GENE-16982,NO,1,0,0,0,0,0,0
GENE-16983,NO,1,0,0,0,0,0,0
GENE-16984,NO,1,2,1,6,2,4,2
GENE-16985,NO,1,458,393,558,551,656,634
GENE-16986,NO,1,0,0,0,0,0,0
GENE-16987,NO,1,0,0,0,0,0,0
GENE-16988,NO,1,19,24,23,14,23,19
GENE-16989,NO,1,0,0,0,0,0,0
GENE-16990,NO,1,0,0,0,0,0,0
GENE-16991,NO,1,17,23,30,31,34,17
GENE-16992,NO,1,0,0,0,0,0,0
GENE-16993,NO,1,0,0,0,0,0,0
GENE-16994,NO,1,0,0,0,0,0,0
GENE-16995,NO,1,0,0,0,0,0,0
GENE-16996,NO,1,0,0,0,0,0,0
GENE-16998,NO,1,0,0,0,0,0,0
GENE-16999,NO,1,0,0,0,0,0,0
GENE-17000,NO,1,14,12,17,16,12,10
GENE-17001,NO,1,0,0,0,0,0,0
GENE-17002,NO,1,0,0,0,0,0,0
GENE-17003,NO,1,21,21,24,22,22,19
GENE-17004,NO,1,8,9,8,5,11,6
GENE-17005,NO,1,0,0,0,0,0,0
GENE-17007,NO,1,0,0,0,0,0,0
GENE-17009,NO,1,0,1,0,0,0,0
GENE-17010,NO,1,0,0,0,0,0,0
GENE-17011,NO,1,0,0,0,0,0,0
GENE-17012,NO,1,0,0,0,0,0,0
GENE-17013,NO,1,1,0,0,0,0,0
GENE-17014,NO,1,1,3,2,4,2,2
GENE-17015,YES,1,0,0,0,0,0,0
GENE-17016,NO,1,0,0,0,0,0,0
GENE-17017,NO,1,0,0,0,0,0,0
GENE-17018,NO,1,0,0,0,0,0,0
GENE-17020,NO,1,0,0,0,0,0,0
GENE-17021,NO,1,0,0,0,0,0,0
GENE-17022,NO,1,17,9,13,16,11,12
GENE-17023,NO,1,0,0,0,0,0,0
GENE-17024,NO,1,99,163,100,140,169,188
GENE-17025,NO,1,0,0,0,0,0,0
GENE-17026,NO,1,0,0,0,0,0,0
GENE-17027,NO,1,252,315,248,326,233,333
GENE-17028,NO,1,768,636,582,798,950,537
GENE-17029,NO,1,0,0,0,0,0,0
GENE-17030,NO,1,0,0,0,0,0,0
GENE-17031,NO,1,0,0,0,0,0,0
GENE-17032,NO,1,0,0,0,0,0,0
GENE-17033,NO,1,0,0,0,0,0,0
GENE-17034,NO,1,1,0,0,0,0,1
GENE-17035,NO,1,46,354,376,50,369,38
GENE-17036,NO,1,0,0,0,0,0,0
GENE-17037,NO,1,0,0,0,0,0,0
GENE-17038,NO,1,0,0,0,0,0,0
GENE-17039,NO,1,0,0,0,0,0,0
GENE-17040,NO,1,10,18,19,13,17,19
GENE-17041,NO,1,247,251,187,210,262,237
GENE-17042,NO,1,1,0,0,1,0,0
GENE-17043,NO,1,17,13,10,11,30,23
GENE-17044,NO,1,0,0,0,0,0,0
GENE-17045,NO,1,0,0,0,0,0,0
GENE-17046,NO,1,320,272,279,282,206,292
GENE-17047,NO,1,0,0,0,0,0,0
GENE-17048,NO,1,0,0,0,0,0,0
GENE-17049,NO,1,1,1,4,1,0,2
GENE-17050,NO,1,0,0,0,0,0,0
GENE-17051,NO,1,0,0,0,0,0,0
GENE-17052,NO,1,1,11,7,7,9,5
GENE-17053,NO,1,153,156,182,151,161,212
GENE-17055,NO,1,2,2,1,3,0,1
GENE-17056,NO,1,323,706,287,351,305,429
GENE-17057,NO,1,69,64,71,36,98,47
GENE-17058,NO,1,0,0,0,0,0,0
GENE-17059,NO,1,0,0,0,0,0,0
GENE-17060,NO,1,79,74,108,119,90,108
GENE-17061,NO,1,2584,2145,2131,1597,1923,1732
GENE-17062,NO,1,0,0,0,0,0,0
GENE-17063,NO,1,3222,2942,2431,2474,2614,2294
GENE-17064,NO,1,2,1,3,4,2,1
GENE-17065,NO,1,0,1,0,1,1,2
GENE-17066,NO,1,1,4,1,1,2,0
GENE-17067,NO,1,1074,1269,1077,1038,1299,1226
GENE-17068,NO,1,0,0,0,0,0,0
GENE-17069,NO,1,0,0,0,0,0,0
GENE-17070,NO,1,0,0,0,1,0,0
GENE-17071,NO,1,0,0,0,0,0,0
GENE-17072,NO,1,0,0,0,0,0,0
GENE-17073,NO,1,40,41,39,53,36,54
GENE-17074,NO,1,10,16,16,13,15,14
GENE-17075,NO,1,134,143,191,202,186,199
GENE-17076,NO,1,0,0,0,0,0,0
GENE-17077,NO,1,0,1,0,1,0,0
GENE-17078,NO,1,6,6,3,4,3,4
GENE-17079,NO,1,0,0,0,0,0,0
GENE-17080,NO,1,0,0,0,0,0,0
GENE-17081,NO,1,0,0,0,0,0,0
GENE-17082,NO,1,0,0,0,0,0,0
GENE-17083,NO,1,504,432,423,636,525,587
GENE-17084,NO,1,0,0,0,0,0,0
GENE-17085,NO,1,0,0,0,0,0,0
GENE-17086,YES,1,0,0,0,0,0,0
GENE-17087,NO,1,1568,1678,1718,2141,1378,2532
GENE-17088,NO,1,0,0,0,0,0,0
GENE-17089,NO,1,0,0,0,0,0,0
GENE-17090,NO,1,0,0,0,0,0,0
GENE-17091,YES,1,0,0,0,0,0,0
GENE-17092,NO,1,0,0,0,0,0,0
GENE-17093,NO,1,0,0,0,0,0,0
GENE-17094,NO,1,0,0,0,0,0,0
GENE-17095,NO,1,0,0,1,0,0,0
GENE-17096,NO,1,0,0,0,0,0,0
GENE-17097,NO,1,3,3,5,3,6,6
GENE-17098,NO,1,0,0,0,0,0,0
GENE-17099,NO,1,0,0,0,0,0,0
GENE-17100,NO,1,0,0,0,0,0,0
GENE-17101,NO,1,1,0,0,2,1,1
GENE-17103,NO,1,12,17,18,15,23,14
GENE-17104,NO,1,0,0,0,0,0,0
GENE-17105,NO,1,0,0,0,0,0,0
GENE-17106,NO,1,310,303,230,333,363,345
GENE-17107,NO,1,1,3,1,3,1,3
GENE-17108,NO,1,0,2,2,1,1,1
GENE-17109,NO,1,0,0,0,0,0,0
GENE-17110,NO,1,0,0,0,0,0,0
GENE-17111,YES,1,0,0,0,0,0,0
GENE-17112,NO,1,0,0,0,0,0,0
GENE-17113,NO,1,0,0,0,0,0,0
GENE-17114,NO,1,0,0,0,0,0,0
GENE-17115,NO,1,204,478,140,516,542,530
GENE-17116,NO,1,1,2,2,2,3,2
GENE-17117,NO,1,1008,766,944,771,1073,941
GENE-17118,NO,1,0,0,0,0,0,0
GENE-17119,NO,1,720,1022,839,829,918,871
GENE-17120,NO,1,0,0,0,0,0,0
GENE-17121,NO,1,0,0,0,0,0,0
GENE-17122,NO,1,0,0,0,0,0,0
GENE-17123,NO,1,134,115,161,130,99,153
GENE-17124,YES,1,0,0,0,0,0,0
GENE-17125,NO,1,71,86,70,69,93,75
GENE-17126,NO,1,0,0,0,0,0,0
GENE-17127,NO,1,3354,3959,4554,1131,1878,1161
GENE-17128,NO,1,0,0,0,0,0,0
GENE-17129,NO,1,0,0,0,0,0,0
GENE-17130,NO,1,0,0,0,0,0,0
GENE-17131,NO,1,594,603,655,509,848,560
GENE-17133,NO,1,0,0,0,0,0,0
GENE-17134,NO,1,0,0,0,0,0,0
GENE-17135,NO,1,0,2,0,2,1,1
GENE-17136,NO,1,0,0,0,0,0,0
GENE-17137,NO,1,0,0,0,0,0,0
GENE-17138,YES,1,0,0,0,0,0,0
GENE-17139,NO,1,0,0,0,0,0,0
GENE-17140,NO,1,0,0,0,0,0,0
GENE-17141,NO,1,0,0,0,0,0,0
GENE-17142,NO,1,14,8,5,9,8,10
GENE-17143,NO,1,2,1,1,0,7,5
GENE-17144,NO,1,0,1,1,0,1,3
GENE-17145,NO,1,0,0,0,0,0,0
GENE-17146,NO,1,0,0,0,0,0,0
GENE-17147,NO,1,14,15,16,20,2,11
GENE-17148,NO,1,0,0,0,0,0,0
GENE-17149,NO,1,0,0,0,0,0,0
GENE-17150,NO,1,0,0,0,0,0,0
GENE-17151,NO,1,1,1,1,2,1,1
GENE-17152,NO,1,0,0,0,0,0,0
GENE-17153,NO,1,0,0,0,0,0,0
GENE-17154,NO,1,58,182,180,129,111,85
GENE-17155,NO,1,0,0,0,0,0,0
GENE-17156,NO,1,0,0,0,0,0,0
GENE-17157,NO,1,0,0,0,0,0,0
GENE-17158,NO,1,0,0,0,0,0,0
GENE-17159,NO,1,0,0,0,0,0,0
GENE-17160,NO,1,0,7,8,4,6,4
GENE-17161,NO,1,24,39,25,31,29,23
GENE-17162,NO,1,0,0,0,0,0,0
GENE-17163,NO,1,0,0,0,0,0,0
GENE-17164,NO,1,0,0,0,0,0,0
GENE-17165,NO,1,0,0,0,0,0,0
GENE-17166,NO,1,0,0,0,0,0,0
GENE-17167,NO,1,0,0,0,0,0,0
GENE-17168,NO,1,0,0,0,0,0,0
GENE-17169,NO,1,0,0,0,0,0,0
GENE-17170,NO,1,0,0,0,0,0,0
GENE-17171,NO,1,2,3,1,2,5,4
GENE-17172,NO,1,0,0,1,6,0,1
GENE-17173,NO,1,0,0,0,0,0,0
GENE-17174,NO,1,0,0,0,0,0,0
GENE-17175,NO,1,0,0,0,0,0,0
GENE-17176,NO,1,0,0,0,0,0,0
GENE-17177,NO,1,700,781,737,790,658,638
GENE-17179,NO,1,0,0,0,0,0,0
GENE-17180,NO,1,0,0,0,0,0,0
GENE-17181,NO,1,0,0,0,0,0,0
GENE-17182,NO,1,0,0,0,0,0,0
GENE-17183,NO,1,72,64,70,69,86,78
GENE-17184,NO,1,70,81,87,79,107,60
GENE-17185,NO,1,1,1,1,0,0,0
GENE-17186,NO,1,0,0,0,0,0,0
GENE-17187,NO,1,67,49,46,61,64,65
GENE-17188,NO,1,0,0,0,0,0,0
GENE-17189,NO,1,0,0,0,0,0,0
GENE-17190,NO,1,0,0,0,0,0,0
GENE-17191,NO,1,0,0,0,0,0,0
GENE-17192,NO,1,0,0,0,0,0,0
GENE-17193,NO,1,3,6,6,3,3,6
GENE-17194,NO,1,0,0,0,0,0,0
GENE-17195,YES,1,2,3,2,6,5,13
GENE-17196,NO,1,1,3,0,0,1,0
GENE-17197,NO,1,3,3,3,2,2,1
GENE-17198,NO,1,17,20,12,26,18,33
GENE-17199,NO,1,0,0,0,0,0,0
GENE-17200,NO,1,65,64,46,31,49,38
GENE-17201,NO,1,0,0,0,0,0,0
GENE-17202,NO,1,0,0,0,0,0,0
GENE-17203,NO,1,0,0,0,0,0,0
GENE-17204,NO,1,0,0,0,0,0,0
GENE-17205,NO,1,0,0,0,0,0,0
GENE-17206,NO,1,0,0,0,0,0,0
GENE-17207,NO,1,67,61,65,52,56,69
GENE-17208,NO,1,64,55,40,34,70,53
GENE-17209,NO,1,0,0,0,0,0,0
GENE-17210,NO,1,0,0,0,0,0,0
GENE-17211,NO,1,0,0,0,0,0,0
GENE-17212,NO,1,8,6,7,0,5,21
GENE-17213,NO,1,13,11,24,20,30,14
GENE-17214,NO,1,0,0,0,0,0,0
GENE-17215,NO,1,6,14,8,11,16,14
GENE-17216,NO,1,42,86,59,71,42,78
GENE-17217,NO,1,0,1,1,1,0,0
GENE-17218,NO,1,0,0,0,0,0,0
GENE-17219,NO,1,0,0,1,0,0,0
GENE-17220,NO,1,0,0,0,0,0,0
GENE-17221,NO,1,0,0,0,0,0,0
GENE-17222,NO,1,0,0,0,0,0,0
GENE-17223,NO,1,2,1,0,1,0,0
GENE-17224,NO,1,27,23,35,23,30,30
GENE-17225,NO,1,0,0,0,0,0,0
GENE-17226,NO,1,0,0,0,0,0,0
GENE-17227,NO,1,0,0,0,0,0,0
GENE-17228,NO,1,0,0,0,0,0,0
GENE-17229,NO,1,0,0,0,0,0,0
GENE-17230,NO,1,73,75,63,77,87,68
GENE-17231,NO,1,0,2,1,2,0,0
GENE-17232,NO,1,0,0,0,0,0,0
GENE-17233,NO,1,0,0,0,0,0,0
GENE-17234,NO,1,0,0,0,0,0,0
GENE-17235,NO,1,589,337,666,139,530,324
GENE-17236,NO,1,0,0,1,1,1,1
GENE-17237,YES,1,0,0,0,0,0,0
GENE-17238,NO,1,0,0,0,0,0,0
GENE-17239,NO,1,0,0,0,0,0,0
GENE-17240,NO,1,0,0,0,0,0,0
GENE-17241,NO,1,0,0,0,0,0,0
GENE-17242,NO,1,0,0,0,0,0,0
GENE-17243,NO,1,0,0,0,0,0,0
GENE-17244,NO,1,0,0,0,0,0,0
GENE-17245,NO,1,0,0,0,0,0,0
GENE-17246,NO,1,1645,1639,1466,1605,1659,1355
GENE-17247,NO,1,0,0,0,0,0,0
GENE-17248,NO,1,0,0,0,0,0,0
GENE-17249,NO,1,0,0,0,0,0,0
GENE-17250,NO,1,0,0,0,0,0,0
GENE-17251,NO,1,0,0,0,0,0,0
GENE-17252,NO,1,0,0,0,0,0,0
GENE-17253,NO,1,0,0,0,0,0,0
